COMPANYID,COMPANYNAME,FYEAR,FQUARTER,EPS,fwd_return_30d,revenue_growth,operating_margin,pe_ratio,global_neg_frac,global_pos_frac,global_linear_score,LM_neg_frac,avg_confidence,strong_sentiment_frac,guidance_count,avg_specificity,near_future_frac,far_future_frac,transcript_text,REVENUE_pos,REVENUE_neg,REVENUE_neu,REVENUE_neg_frac,INDUSTRY_MOATS_DRIVERS_pos,INDUSTRY_MOATS_DRIVERS_neg,INDUSTRY_MOATS_DRIVERS_neu,INDUSTRY_MOATS_DRIVERS_neg_frac,EARNING_AND_COSTS_pos,EARNING_AND_COSTS_neg,EARNING_AND_COSTS_neu,EARNING_AND_COSTS_neg_frac,CAP_ALLOCATION_CASH_pos,CAP_ALLOCATION_CASH_neg,CAP_ALLOCATION_CASH_neu,CAP_ALLOCATION_CASH_neg_frac,EXOGENOUS_pos,EXOGENOUS_neg,EXOGENOUS_neu,EXOGENOUS_neg_frac,MANAGEMENT_CULTURE_SUSTAINABILITY_pos,MANAGEMENT_CULTURE_SUSTAINABILITY_neg,MANAGEMENT_CULTURE_SUSTAINABILITY_neu,MANAGEMENT_CULTURE_SUSTAINABILITY_neg_frac,OTHER_CRITERIA_pos,OTHER_CRITERIA_neg,OTHER_CRITERIA_neu,OTHER_CRITERIA_neg_frac,eps_surprise_pct
3,Company_003,2021,4,6.0327,-0.0031,0.0567,0.2081,10.04,0.4243,0.4058,-0.0185,0.4358,4.08,0.3396,0,0.0,0.595,0.1813,Company_003 Q4 2021: Revenue grew 5.7% with margins at 20.8%. Management expects continued challenges ahead.,6,4,0,0.4397,4,4,1,0.5185,3,3,3,0.3856,2,7,3,0.6081,5,5,2,0.4771,5,5,0,0.5771,6,7,0,0.5953,-0.059823959421154704
3,Company_003,2022,1,5.6718,-0.012069,-0.0074,0.1726,16.98,0.202,0.3297,0.1277,0.18,2.52,0.3066,5,3.64,0.3198,0.2583,Company_003 Q1 2022: Revenue grew -0.7% with margins at 17.3%. Management expects continued improvement ahead.,1,1,2,0.3452,2,2,9,0.2095,1,1,2,0.2747,1,0,2,0.2444,2,2,5,0.2373,3,1,6,0.1397,1,1,2,0.2827,-0.1266969921365352
3,Company_003,2022,2,4.9532,0.009019,0.0072,0.1948,34.36,0.4663,0.05,-0.4163,0.5432,4.39,0.4285,7,3.66,0.3008,0.2294,Company_003 Q2 2022: Revenue grew 0.7% with margins at 19.5%. Management expects continued challenges ahead.,0,2,5,0.3222,0,1,5,0.332,0,3,3,0.5335,0,4,6,0.4088,0,3,11,0.2501,0,5,8,0.4073,1,3,10,0.2805,0.041912299119761014
3,Company_003,2022,3,5.1608,-0.058459,0.0775,0.2141,39.72,0.5113,0.4887,-0.0226,0.6444,4.05,0.378,3,2.24,0.4944,0.1943,Company_003 Q3 2022: Revenue grew 7.7% with margins at 21.4%. Management expects continued challenges ahead.,6,5,2,0.4443,6,7,0,0.6033,3,3,2,0.4888,4,7,0,0.6895,3,6,2,0.6289,4,3,3,0.3972,2,3,0,0.6066,-0.0006588125871957971
3,Company_003,2022,4,5.1574,-0.004227,0.0681,0.0985,9.43,0.4599,0.5283,0.0684,0.6081,3.9,0.4787,2,1.56,0.5583,0.2092,Company_003 Q4 2022: Revenue grew 6.8% with margins at 9.9%. Management expects continued improvement ahead.,1,1,1,0.5886,4,5,1,0.5445,8,5,0,0.4431,1,1,2,0.3928,3,3,5,0.327,6,5,2,0.3906,3,4,2,0.4524,-0.12958079652538107
3,Company_003,2023,1,4.4891,-0.042626,0.0867,0.1263,22.21,0.0975,0.2791,0.1816,0.0561,4.49,0.3182,4,2.22,0.6845,0.1474,Company_003 Q1 2023: Revenue grew 8.7% with margins at 12.6%. Management expects continued improvement ahead.,1,0,2,0.194,2,0,5,0.1247,3,4,7,0.2866,4,1,9,0.1003,1,0,6,0.0538,1,0,3,0.0826,1,0,5,0.0,0.08193179033659326
3,Company_003,2023,2,4.8569,-0.028912,0.0876,0.2479,27.86,0.181,0.2209,0.0399,0.2375,2.5,0.2581,3,3.63,0.5844,0.2767,Company_003 Q2 2023: Revenue grew 8.8% with margins at 24.8%. Management expects continued improvement ahead.,2,1,4,0.1953,1,1,2,0.4041,0,0,4,0.1319,2,1,10,0.0936,1,0,4,0.0488,2,1,6,0.1301,2,0,12,0.0,0.2267083942432415
3,Company_003,2023,3,5.958,-0.019717,0.1488,0.2028,39.38,0.0967,0.5713,0.4746,0.0,3.02,0.431,6,2.98,0.6226,0.1691,Company_003 Q3 2023: Revenue grew 14.9% with margins at 20.3%. Management expects continued improvement ahead.,3,0,4,0.0422,1,0,1,0.0605,8,0,3,0.0606,7,1,5,0.1344,5,0,3,0.0915,0,0,2,0.0,9,0,3,0.0,0.1544310171198388
3,Company_003,2023,4,6.8781,-0.020454,0.0354,0.1716,32.11,0.2308,0.2347,0.0038,0.1952,3.92,0.3634,6,3.71,0.58,0.0761,Company_003 Q4 2023: Revenue grew 3.5% with margins at 17.2%. Management expects continued improvement ahead.,0,0,3,0.1458,5,1,6,0.1446,1,1,4,0.2067,3,3,3,0.3388,1,0,3,0.1777,1,3,4,0.4034,1,1,4,0.3165,0.057385033657550814
3,Company_003,2024,1,7.2728,-0.09541,0.0444,0.1586,15.02,0.4943,0.2309,-0.2634,0.5002,2.08,0.1859,2,3.12,0.3492,0.2722,Company_003 Q1 2024: Revenue grew 4.4% with margins at 15.9%. Management expects continued challenges ahead.,4,9,1,0.7052,0,1,2,0.4973,1,5,5,0.4944,0,1,2,0.4806,2,6,5,0.4781,2,3,3,0.4664,3,5,4,0.4788,0.09989275107248924
3,Company_003,2024,2,7.9993,-0.025459,0.0546,0.1495,9.5,0.3604,0.6396,0.2792,0.2066,2.69,0.3828,6,2.96,0.4868,0.1351,Company_003 Q2 2024: Revenue grew 5.5% with margins at 15.0%. Management expects continued improvement ahead.,1,1,1,0.4843,6,2,1,0.3112,3,2,0,0.4163,2,0,1,0.1866,1,0,2,0.3095,8,3,1,0.328,5,2,3,0.2657,0.09667095870888713
3,Company_003,2024,3,8.7726,0.010566,0.0411,0.15,21.85,0.3811,0.559,0.1778,0.3672,3.14,0.1836,5,3.43,0.3012,0.2647,Company_003 Q3 2024: Revenue grew 4.1% with margins at 15.0%. Management expects continued improvement ahead.,3,1,5,0.1932,1,0,1,0.3746,3,1,2,0.2969,1,0,1,0.4777,2,1,2,0.3153,3,1,2,0.2756,3,3,0,0.6053,0.0649522376490435
3,Company_003,2024,4,9.3424,0.046262,0.0558,0.0999,16.56,0.1511,0.6432,0.4922,0.12,4.09,0.1059,4,3.78,0.6353,0.2273,Company_003 Q4 2024: Revenue grew 5.6% with margins at 10.0%. Management expects continued improvement ahead.,5,0,2,0.0889,8,1,5,0.1185,3,0,2,0.1876,7,1,5,0.1346,4,1,2,0.2636,8,1,4,0.1171,1,0,1,0.1363,
4,Company_004,2019,1,14.2166,-0.025954,0.014,0.1388,20.74,0.5618,0.3174,-0.2444,0.5791,2.76,0.1263,0,0.0,0.675,0.2008,Company_004 Q1 2019: Revenue grew 1.4% with margins at 13.9%. Management expects continued challenges ahead.,0,0,2,0.3922,3,7,2,0.6056,3,4,3,0.4855,1,3,2,0.5264,1,5,2,0.6862,2,5,5,0.4379,2,3,0,0.6209,0.06358060295710649
4,Company_004,2019,2,15.1205,-0.019729,0.0166,0.181,9.99,0.3436,0.5274,0.1838,0.2537,2.37,0.1031,3,2.08,0.3178,0.1539,Company_004 Q2 2019: Revenue grew 1.7% with margins at 18.1%. Management expects continued improvement ahead.,8,6,0,0.5209,5,5,3,0.3869,6,2,2,0.282,6,4,2,0.3688,2,2,1,0.4849,8,4,0,0.3814,6,2,2,0.2421,-0.041506563936377715
4,Company_004,2019,3,14.4929,-0.025704,0.0205,0.2512,10.34,0.4183,0.3778,-0.0405,0.2585,3.56,0.4925,3,3.57,0.5928,0.1388,Company_004 Q3 2019: Revenue grew 2.1% with margins at 25.1%. Management expects continued challenges ahead.,2,3,2,0.4291,7,6,1,0.4465,1,4,2,0.6472,4,3,5,0.2759,5,4,3,0.3345,5,6,2,0.4631,2,1,2,0.3422,-0.050590289038080716
4,Company_004,2019,4,13.7597,-0.048722,-0.0101,0.0772,36.63,0.5131,0.4869,-0.0262,0.5397,2.0,0.4606,5,2.49,0.6678,0.2983,Company_004 Q4 2019: Revenue grew -1.0% with margins at 7.7%. Management expects continued challenges ahead.,0,0,2,0.4813,3,3,0,0.6179,4,3,0,0.491,3,2,0,0.5487,6,6,0,0.5481,3,3,2,0.4923,2,3,1,0.56,0.06627324723649493
4,Company_004,2020,1,14.6716,0.004941,0.0857,0.1097,19.3,0.3871,0.4226,0.0354,0.442,4.24,0.4786,7,2.5,0.6052,0.2558,Company_004 Q1 2020: Revenue grew 8.6% with margins at 11.0%. Management expects continued improvement ahead.,0,0,2,0.3972,2,1,2,0.3187,1,0,1,0.2031,5,4,5,0.3161,2,2,2,0.4358,6,4,4,0.3464,3,4,2,0.5555,-0.0021742686550887606
4,Company_004,2020,2,14.6397,-0.038575,-0.0193,0.1823,14.51,0.4975,0.3016,-0.1959,0.2416,2.03,0.275,7,1.5,0.5917,0.2917,Company_004 Q2 2020: Revenue grew -1.9% with margins at 18.2%. Management expects continued challenges ahead.,4,5,4,0.4182,1,3,7,0.335,1,2,1,0.636,1,2,2,0.5684,0,4,4,0.6188,1,3,2,0.5294,2,3,1,0.5641,-0.016817284507196186
4,Company_004,2020,3,14.3935,0.018239,-0.0352,0.038,38.37,0.4499,0.4694,0.0194,0.5275,3.58,0.152,4,1.76,0.5055,0.1772,Company_004 Q3 2020: Revenue grew -3.5% with margins at 3.8%. Management expects continued improvement ahead.,2,1,3,0.2774,5,5,0,0.5363,3,3,1,0.5283,2,2,3,0.3123,0,1,1,0.5959,3,3,5,0.3209,5,3,2,0.3669,0.031889394518358954
4,Company_004,2020,4,14.8525,-0.023537,0.0275,0.1925,20.3,0.3225,0.4802,0.1577,0.126,2.06,0.4356,7,3.49,0.5464,0.2608,Company_004 Q4 2020: Revenue grew 2.8% with margins at 19.2%. Management expects continued improvement ahead.,0,0,2,0.4113,1,1,1,0.502,5,5,4,0.4167,3,2,1,0.3765,6,2,5,0.2111,0,0,2,0.4004,2,2,1,0.5101,-0.005150648039050621
4,Company_004,2021,1,14.776,-0.047302,0.011,0.0612,17.82,0.6116,0.3884,-0.2233,0.5747,2.88,0.3485,0,0.0,0.4722,0.2695,Company_004 Q1 2021: Revenue grew 1.1% with margins at 6.1%. Management expects continued challenges ahead.,3,5,0,0.8406,2,5,0,0.7936,3,6,1,0.6537,2,4,2,0.5638,3,7,0,0.7084,4,4,1,0.5467,1,3,1,0.6144,-0.011748781808337874
4,Company_004,2021,2,14.6024,-0.03508,-0.0266,0.0669,16.46,0.4396,0.299,-0.1406,0.3108,2.51,0.2932,7,3.08,0.5198,0.2224,Company_004 Q2 2021: Revenue grew -2.7% with margins at 6.7%. Management expects continued challenges ahead.,5,4,3,0.4163,1,1,3,0.3235,1,3,4,0.3848,4,4,1,0.4736,3,4,4,0.3901,1,2,3,0.4129,0,0,2,0.3472,-0.005060811921328006
4,Company_004,2021,3,14.5285,0.016615,0.0496,0.1571,20.34,0.3325,0.2915,-0.041,0.1881,4.34,0.3168,2,3.89,0.4596,0.26,Company_004 Q3 2021: Revenue grew 5.0% with margins at 15.7%. Management expects continued challenges ahead.,1,1,2,0.2924,1,0,2,0.2025,5,2,5,0.242,2,3,2,0.4515,2,2,9,0.2203,1,1,4,0.3191,2,2,3,0.311,0.020236087689713356
4,Company_004,2021,4,14.8225,-0.068185,0.0047,0.1142,31.45,0.1971,0.3965,0.1994,0.11,3.52,0.3691,1,2.43,0.4332,0.2712,Company_004 Q4 2021: Revenue grew 0.5% with margins at 11.4%. Management expects continued improvement ahead.,4,1,5,0.1796,3,2,9,0.1601,0,0,4,0.1531,5,2,3,0.2553,7,4,3,0.3352,0,0,2,0.3007,0,0,3,0.2538,-0.010625737898465215
4,Company_004,2022,1,14.665,0.018615,0.0325,0.1306,17.63,0.4875,0.2961,-0.1914,0.4326,3.26,0.1225,5,1.57,0.384,0.1203,Company_004 Q1 2022: Revenue grew 3.2% with margins at 13.1%. Management expects continued challenges ahead.,0,4,4,0.5205,1,2,1,0.5029,6,6,2,0.4482,1,1,0,0.5948,4,4,3,0.4455,2,6,3,0.5706,3,9,0,0.8136,0.01389021479713613
4,Company_004,2022,2,14.8687,0.026657,-0.0356,0.111,15.42,0.3262,0.4064,0.0802,0.359,2.8,0.4614,5,2.88,0.5013,0.0985,Company_004 Q2 2022: Revenue grew -3.6% with margins at 11.1%. Management expects continued improvement ahead.,2,1,2,0.2258,1,0,1,0.422,2,2,5,0.3023,3,3,8,0.2437,5,3,2,0.3616,2,2,4,0.2795,4,4,3,0.3831,-0.012859227773779836
4,Company_004,2022,3,14.6775,0.014119,-0.0311,0.1391,24.62,0.3762,0.4247,0.0485,0.3053,3.52,0.1981,6,2.11,0.407,0.1339,Company_004 Q3 2022: Revenue grew -3.1% with margins at 13.9%. Management expects continued improvement ahead.,4,2,1,0.3373,1,2,5,0.3395,2,3,3,0.4318,2,3,1,0.5357,1,1,1,0.4738,0,0,2,0.4137,1,2,1,0.5334,0.013946516777380276
4,Company_004,2022,4,14.8822,-0.010459,0.0027,0.1588,24.25,0.5834,0.3941,-0.1893,0.5866,3.05,0.1072,0,0.0,0.6429,0.2183,Company_004 Q4 2022: Revenue grew 0.3% with margins at 15.9%. Management expects continued challenges ahead.,1,2,1,0.6057,1,1,0,0.6201,4,9,1,0.6889,5,6,3,0.4772,5,9,0,0.6758,3,8,0,0.7766,3,5,3,0.5426,-0.012343605112147396
4,Company_004,2023,1,14.6985,-0.022855,0.0206,0.168,22.42,0.4589,0.2589,-0.2,0.5253,3.28,0.4957,3,3.99,0.5236,0.1303,Company_004 Q1 2023: Revenue grew 2.1% with margins at 16.8%. Management expects continued challenges ahead.,3,4,3,0.4939,2,5,3,0.5834,3,5,5,0.4322,2,7,5,0.5685,3,6,5,0.4923,2,4,4,0.4263,3,4,3,0.4313,0.04046671429057395
4,Company_004,2023,2,15.2933,0.00964,0.0405,0.1887,8.47,0.1716,0.3063,0.1348,0.2505,2.52,0.3853,2,1.92,0.378,0.2726,Company_004 Q2 2023: Revenue grew 4.0% with margins at 18.9%. Management expects continued improvement ahead.,1,0,4,0.1531,3,0,9,0.0,0,0,2,0.132,1,0,2,0.1311,3,0,7,0.0327,1,3,7,0.3229,3,2,3,0.3535,0.05921547344261853
4,Company_004,2023,3,16.1989,-0.049039,0.0376,0.1171,30.16,0.4117,0.5883,0.1767,0.4627,2.66,0.4756,5,2.06,0.5115,0.2565,Company_004 Q3 2023: Revenue grew 3.8% with margins at 11.7%. Management expects continued improvement ahead.,3,2,1,0.4901,7,7,0,0.5706,3,4,0,0.5926,4,5,1,0.5486,6,4,3,0.3359,1,1,0,0.5059,2,1,1,0.3076,0.031983653211020535
4,Company_004,2023,4,16.717,-0.000509,0.0207,0.0732,10.15,0.3059,0.5559,0.25,0.3334,2.24,0.4996,2,3.83,0.6205,0.2186,Company_004 Q4 2023: Revenue grew 2.1% with margins at 7.3%. Management expects continued improvement ahead.,4,2,2,0.3556,5,5,3,0.4368,3,3,1,0.4494,5,1,3,0.1572,5,1,4,0.1494,5,3,1,0.353,4,2,3,0.2767,0.014488245498594272
4,Company_004,2024,1,16.9592,0.042942,0.0526,0.175,37.7,0.0863,0.4958,0.4095,0.0044,4.32,0.2368,4,3.08,0.4877,0.1608,Company_004 Q1 2024: Revenue grew 5.3% with margins at 17.5%. Management expects continued improvement ahead.,5,1,6,0.1035,5,2,5,0.2078,4,0,4,0.0,2,0,2,0.125,7,1,6,0.0735,9,3,2,0.2497,1,0,2,0.2209,0.0226130949573094
4,Company_004,2024,2,17.3427,0.024658,-0.0034,0.1671,8.61,0.3472,0.5053,0.1581,0.2938,3.95,0.3439,2,2.63,0.4819,0.2214,Company_004 Q2 2024: Revenue grew -0.3% with margins at 16.7%. Management expects continued improvement ahead.,7,4,3,0.341,1,1,1,0.3478,5,5,2,0.4643,6,3,2,0.3626,5,3,0,0.4814,5,4,4,0.3827,1,0,1,0.3846,0.036724385476309955
4,Company_004,2024,3,17.9796,0.008515,-0.0124,0.1933,27.81,0.5276,0.445,-0.0827,0.4673,4.35,0.4104,5,2.34,0.3268,0.2938,Company_004 Q3 2024: Revenue grew -1.2% with margins at 19.3%. Management expects continued challenges ahead.,5,5,2,0.4629,3,2,2,0.3537,5,5,1,0.4896,1,2,2,0.5471,4,7,1,0.6086,3,5,1,0.5705,3,5,1,0.5906,0.034233242118845646
4,Company_004,2024,4,18.5951,-0.01789,0.052,0.1442,17.72,0.3963,0.3001,-0.0962,0.5463,2.78,0.1013,3,2.72,0.3329,0.1649,Company_004 Q4 2024: Revenue grew 5.2% with margins at 14.4%. Management expects continued challenges ahead.,1,1,3,0.3785,1,1,3,0.3258,2,2,5,0.3192,2,3,4,0.4442,1,1,3,0.3479,1,3,2,0.5053,2,2,2,0.4144,
5,Company_005,2019,1,3.0681,0.013583,0.0726,0.1963,36.48,0.4003,0.5997,0.1995,0.3289,4.04,0.3041,4,2.95,0.4958,0.2112,Company_005 Q1 2019: Revenue grew 7.3% with margins at 19.6%. Management expects continued improvement ahead.,7,5,0,0.5132,3,3,2,0.4397,5,4,0,0.552,1,0,2,0.2818,7,7,0,0.6109,4,4,0,0.525,4,3,1,0.4208,0.20442619210586363
5,Company_005,2019,2,3.6953,-0.024573,0.0962,0.2634,26.85,0.1225,0.6215,0.499,0.1709,3.88,0.3494,1,3.48,0.5509,0.2376,Company_005 Q2 2019: Revenue grew 9.6% with margins at 26.3%. Management expects continued improvement ahead.,8,0,5,0.0057,2,0,2,0.0128,4,0,3,0.1005,6,0,2,0.0795,2,1,1,0.3098,10,2,2,0.1446,5,0,5,0.0348,0.015722674749005506
5,Company_005,2019,3,3.7534,-0.044355,-0.012,0.2267,11.95,0.2428,0.3607,0.1179,0.313,3.57,0.2114,0,0.0,0.4753,0.2598,Company_005 Q3 2019: Revenue grew -1.2% with margins at 22.7%. Management expects continued improvement ahead.,5,4,5,0.3257,5,3,4,0.257,2,2,4,0.272,3,2,2,0.3293,1,3,4,0.4367,1,0,2,0.2255,2,1,6,0.1829,-0.10771567112484683
5,Company_005,2019,4,3.3491,0.037092,0.0034,0.0679,17.36,0.3048,0.4374,0.1326,0.4344,2.83,0.2175,7,3.83,0.4062,0.2029,Company_005 Q4 2019: Revenue grew 0.3% with margins at 6.8%. Management expects continued improvement ahead.,0,0,2,0.2154,1,1,2,0.2501,0,0,2,0.351,2,2,2,0.3406,3,1,3,0.162,4,4,6,0.3162,4,1,5,0.199,-0.110686453076946
5,Company_005,2020,1,2.9784,0.037875,0.0089,0.1899,16.73,0.3997,0.48,0.0803,0.3518,2.85,0.2795,6,2.75,0.3987,0.1677,Company_005 Q1 2020: Revenue grew 0.9% with margins at 19.0%. Management expects continued improvement ahead.,4,3,4,0.3034,0,1,1,0.594,2,1,1,0.4873,3,2,4,0.2909,4,5,2,0.4847,5,6,2,0.4994,1,1,3,0.3529,0.22837765243083524
5,Company_005,2020,2,3.6586,-0.025007,0.0314,0.1565,12.39,0.4666,0.47,0.0034,0.6379,3.83,0.3529,7,1.79,0.5187,0.2756,Company_005 Q2 2020: Revenue grew 3.1% with margins at 15.6%. Management expects continued improvement ahead.,1,1,1,0.6187,5,8,0,0.6413,3,4,1,0.562,1,1,1,0.526,4,3,3,0.3719,2,2,2,0.361,3,3,1,0.4921,0.10126824468375878
5,Company_005,2020,3,4.0291,-0.042763,-0.0239,0.1151,12.62,0.4315,0.43,-0.0016,0.3856,2.29,0.1109,0,0.0,0.4832,0.1066,Company_005 Q3 2020: Revenue grew -2.4% with margins at 11.5%. Management expects continued challenges ahead.,4,3,1,0.4579,6,3,2,0.3574,2,2,2,0.4782,2,2,3,0.3584,6,7,0,0.5832,6,6,1,0.5304,6,3,5,0.2571,-0.016033357325457187
5,Company_005,2020,4,3.9645,-0.012619,0.0276,0.1725,25.01,0.448,0.1202,-0.3278,0.5377,2.08,0.2902,3,2.12,0.5617,0.2048,Company_005 Q4 2020: Revenue grew 2.8% with margins at 17.2%. Management expects continued challenges ahead.,1,3,3,0.5508,0,0,2,0.4913,0,0,2,0.4669,1,5,8,0.3843,0,4,5,0.552,2,6,4,0.5032,0,4,5,0.4941,0.021263715474839153
5,Company_005,2021,1,4.0488,-0.022324,0.0015,0.1311,34.47,0.284,0.4825,0.1984,0.2675,2.1,0.2677,3,2.8,0.584,0.0739,Company_005 Q1 2021: Revenue grew 0.1% with margins at 13.1%. Management expects continued improvement ahead.,3,3,6,0.2916,1,1,2,0.2916,3,3,5,0.3555,7,4,3,0.3243,1,1,1,0.3753,5,3,6,0.2552,4,3,0,0.5173,-0.12909998024105906
5,Company_005,2021,2,3.5261,-0.022697,-0.0327,0.188,9.26,0.1828,0.0616,-0.1212,0.219,2.68,0.1026,0,0.0,0.5787,0.1311,Company_005 Q2 2021: Revenue grew -3.3% with margins at 18.8%. Management expects continued challenges ahead.,0,1,10,0.1165,0,0,6,0.0844,2,2,8,0.1739,0,0,7,0.1325,0,1,6,0.2581,1,1,7,0.1456,0,1,10,0.1355,-0.006551147159751538
5,Company_005,2021,3,3.503,-0.00304,0.0049,0.121,15.52,0.3906,0.4453,0.0547,0.499,4.08,0.4793,6,1.84,0.3926,0.2671,Company_005 Q3 2021: Revenue grew 0.5% with margins at 12.1%. Management expects continued improvement ahead.,2,1,4,0.2834,6,3,3,0.3199,0,1,2,0.3728,1,2,3,0.435,2,4,4,0.4357,4,3,3,0.3578,5,5,1,0.456,-0.5240079931487297
5,Company_005,2021,4,1.6674,-0.018084,0.0107,0.1392,10.88,0.4609,0.1136,-0.3474,0.5265,2.48,0.1202,6,3.68,0.3334,0.1028,Company_005 Q4 2021: Revenue grew 1.1% with margins at 13.9%. Management expects continued challenges ahead.,0,4,3,0.5928,0,4,7,0.4198,0,4,4,0.5655,3,5,1,0.6104,0,5,4,0.591,1,6,5,0.539,0,3,6,0.3775,0.5982367758186397
5,Company_005,2022,1,2.6649,0.02589,-0.012,0.1734,10.62,0.1942,0.1553,-0.0389,0.2086,2.09,0.4959,4,3.98,0.3625,0.2971,Company_005 Q1 2022: Revenue grew -1.2% with margins at 17.3%. Management expects continued challenges ahead.,1,0,10,0.0705,0,1,7,0.1273,0,1,6,0.177,0,0,3,0.0898,0,4,10,0.351,0,0,5,0.0648,1,2,7,0.2805,-0.2960711471349769
5,Company_005,2022,2,1.8759,-0.015548,0.0489,0.1726,18.38,0.6244,0.3385,-0.2859,0.8741,3.69,0.3377,1,3.41,0.3022,0.0503,Company_005 Q2 2022: Revenue grew 4.9% with margins at 17.3%. Management expects continued challenges ahead.,2,3,0,0.6957,4,5,0,0.5627,3,4,1,0.5291,0,1,1,0.6454,5,8,0,0.667,1,2,0,0.8674,1,2,1,0.552,0.16296177834639378
5,Company_005,2022,3,2.1816,0.006613,0.0755,0.2083,20.73,0.3458,0.3443,-0.0016,0.3399,4.01,0.3368,3,2.91,0.5001,0.0673,Company_005 Q3 2022: Revenue grew 7.6% with margins at 20.8%. Management expects continued challenges ahead.,3,2,4,0.3297,2,1,3,0.265,4,2,4,0.2294,5,2,4,0.2612,5,1,4,0.1864,3,3,4,0.3142,6,3,4,0.2388,-0.171021268793546
5,Company_005,2022,4,1.8085,0.032583,-0.0372,0.1854,12.31,0.2303,0.4943,0.2639,0.2593,2.24,0.4326,6,2.75,0.4273,0.2736,Company_005 Q4 2022: Revenue grew -3.7% with margins at 18.5%. Management expects continued improvement ahead.,1,1,3,0.2064,4,2,8,0.2024,2,1,1,0.3177,6,2,4,0.2451,1,0,3,0.1494,3,1,3,0.2847,4,1,3,0.2349,-0.15012441249654415
5,Company_005,2023,1,1.537,0.002207,0.0561,0.1104,28.24,0.4455,0.3509,-0.0946,0.5661,2.32,0.3314,3,2.93,0.4027,0.251,Company_005 Q1 2023: Revenue grew 5.6% with margins at 11.0%. Management expects continued challenges ahead.,2,2,4,0.3302,2,4,1,0.5787,0,0,2,0.3914,3,4,5,0.3827,1,1,2,0.3659,4,4,3,0.4364,0,0,3,0.2467,0.31346779440468464
5,Company_005,2023,2,2.0188,0.043714,0.0231,0.1878,16.7,0.3243,0.5687,0.2444,0.1973,3.0,0.3394,0,0.0,0.5455,0.2745,Company_005 Q2 2023: Revenue grew 2.3% with margins at 18.8%. Management expects continued improvement ahead.,7,5,2,0.3973,2,0,3,0.1291,2,1,1,0.3659,10,7,0,0.5927,5,2,1,0.2601,4,3,1,0.4445,7,4,1,0.3684,0.3077570834158905
5,Company_005,2023,3,2.6401,0.00334,-0.0075,0.1456,9.99,0.2297,0.6049,0.3752,0.2515,2.85,0.3024,5,1.65,0.4997,0.0766,Company_005 Q3 2023: Revenue grew -0.8% with margins at 14.6%. Management expects continued improvement ahead.,8,1,1,0.1778,8,4,1,0.3307,3,1,2,0.3003,5,1,4,0.1923,3,0,2,0.1782,1,0,1,0.1332,9,1,3,0.1107,0.0417408431498808
5,Company_005,2023,4,2.7503,-0.000074,0.012,0.1243,17.45,0.4481,0.5519,0.1038,0.4736,3.32,0.3714,7,3.77,0.4585,0.1241,Company_005 Q4 2023: Revenue grew 1.2% with margins at 12.4%. Management expects continued improvement ahead.,2,4,2,0.5962,1,0,1,0.3546,11,5,0,0.3897,6,5,2,0.3939,7,4,1,0.3977,3,3,2,0.3753,2,2,0,0.517,-0.37083227284296266
5,Company_005,2024,1,1.7304,-0.016543,0.0472,0.1413,28.61,0.6459,0.1921,-0.4538,0.5869,2.95,0.1218,2,1.97,0.4837,0.238,Company_005 Q1 2024: Revenue grew 4.7% with margins at 14.1%. Management expects continued challenges ahead.,1,3,1,0.6964,0,1,2,0.5835,0,2,1,0.7554,1,7,6,0.5494,0,4,2,0.6895,1,8,3,0.6858,2,9,2,0.73,0.4246994914470643
5,Company_005,2024,2,2.4653,-0.006413,0.0427,0.0929,10.56,0.1455,0.3039,0.1584,0.201,3.1,0.1653,2,3.36,0.3977,0.1995,Company_005 Q2 2024: Revenue grew 4.3% with margins at 9.3%. Management expects continued improvement ahead.,0,0,3,0.0638,3,1,6,0.1462,3,3,6,0.2557,4,1,8,0.1421,0,0,2,0.2032,1,0,5,0.1415,5,2,5,0.1748,-0.15304425424897578
5,Company_005,2024,3,2.088,-0.01224,0.0258,0.1333,25.75,0.2257,0.3067,0.0811,0.2576,2.19,0.1017,0,0.0,0.3222,0.1328,Company_005 Q3 2024: Revenue grew 2.6% with margins at 13.3%. Management expects continued improvement ahead.,1,0,3,0.2025,3,3,8,0.2383,2,1,5,0.1742,1,1,4,0.2432,2,0,7,0.0295,3,2,8,0.1802,2,1,2,0.3042,-0.14497126436781607
5,Company_005,2024,4,1.7853,0.02456,0.0232,0.1526,15.19,0.5111,0.4889,-0.0222,0.6019,3.0,0.2639,6,3.03,0.3067,0.0987,Company_005 Q4 2024: Revenue grew 2.3% with margins at 15.3%. Management expects continued challenges ahead.,4,5,0,0.6941,3,5,2,0.5168,1,1,1,0.4545,1,1,1,0.4583,8,9,0,0.7046,4,5,3,0.4445,4,4,3,0.3799,
6,Company_006,2019,1,12.2458,0.001407,0.0387,0.1202,30.38,0.2674,0.7117,0.4442,0.2137,2.83,0.3979,0,0.0,0.6185,0.2338,Company_006 Q1 2019: Revenue grew 3.9% with margins at 12.0%. Management expects continued improvement ahead.,11,4,0,0.371,7,1,1,0.1708,7,4,1,0.4042,12,4,0,0.341,1,0,1,0.4172,9,1,2,0.1567,2,0,2,0.1277,-0.022309689852847446
